rule_id,headline,description,cost,exception_patterns,patterns,priority,category_name,enabled
R0019,Avoid 'Not',Avoid using 'not' as this will negatively influence your reader's subconscious. It will give them an unfavorable impression of your interaction.,3,[],"[[{'LOWER': 'i'}, {'IS_SENT_START': False, 'OP': '?'}, {'NORM': 'do'}, {'NORM': 'not'}, {'LOWER': 'want'}, {'LOWER': 'to'}, {'LOWER': 'come'}, {'LOWER': 'across'}], [{'LOWER': 'i'}, {'IS_SENT_START': False, 'OP': '?'}, {'NORM': 'do'}, {'NORM': 'not'}, {'LOWER': 'want'}, {'LOWER': 'to'}, {'LOWER': 'seem'}], [{'LOWER': 'i'}, {'IS_SENT_START': False, 'OP': '?'}, {'NORM': 'do'}, {'NORM': 'not'}, {'LOWER': 'want'}, {'LOWER': 'to'}, {'LOWER': 'appear'}], [{'LOWER': 'i'}, {'IS_SENT_START': False, 'OP': '?'}, {'NORM': 'do'}, {'NORM': 'not'}, {'LOWER': 'want'}, {'LOWER': 'to'}, {'LOWER': 'give'}, {'LOWER': 'the'}, {'LOWER': {'IN': ['feeling', 'impression', 'idea']}}], [{'LOWER': 'i'}, {'IS_SENT_START': False, 'OP': '?'}, {'NORM': 'do'}, {'NORM': 'not'}, {'LOWER': 'want'}, {'LOWER': 'it'}, {'LOWER': 'to'}, {'LOWER': 'look'}, {'LOWER': 'as'}, {'LOWER': 'if'}], [{'LOWER': 'i'}, {'IS_SENT_START': False, 'OP': '?'}, {'NORM': 'do'}, {'NORM': 'not'}, {'LOWER': 'want'}, {'LOWER': 'to'}, {'LOWER': 'look'}, {'LOWER': 'like'}], [{'LOWER': 'i'}, {'IS_SENT_START': False, 'OP': '?'}, {'NORM': 'do'}, {'NORM': 'not'}, {'LOWER': 'want'}, {'LOWER': 'to'}, {'LOWER': 'look'}, {'LOWER': 'to'}, {'LOWER': 'be'}], [{'LOWER': 'i'}, {'IS_SENT_START': False, 'OP': '?'}, {'NORM': 'do'}, {'NORM': 'not'}, {'LOWER': 'want'}, {'LOWER': 'to'}, {'LOWER': 'make'}, {'LOWER': 'a'}, {'LOWER': 'show'}, {'LOWER': 'of'}], [{'LOWER': 'i'}, {'IS_SENT_START': False, 'OP': '?'}, {'NORM': 'do'}, {'NORM': 'not'}, {'LOWER': 'want'}, {'LOWER': 'to'}, {'LOWER': 'sound'}, {'LOWER': 'like'}], [{'LOWER': 'i'}, {'IS_SENT_START': False, 'OP': '?'}, {'NORM': 'do'}, {'NORM': 'not'}, {'LOWER': 'want'}, {'LOWER': 'to'}, {'LOWER': 'strike'}, {'LOWER': 'you'}, {'LOWER': 'as'}]]",3,Positivity,True
R0020,Avoid 'Not',Avoid using 'not' as this will negatively influence your reader's subconscious. It will give them an unfavorable impression of your interaction.,3,[],"[[{'LOWER': {'IN': ['it', 'this']}}, {'NORM': 'should'}, {'NORM': 'not'}, {'LOWER': 'come'}, {'LOWER': 'across'}], [{'LOWER': {'IN': ['it', 'this']}}, {'NORM': 'should'}, {'NORM': 'not'}, {'LOWER': {'IN': ['seem', 'appear']}}], [{'LOWER': {'IN': ['it', 'this']}}, {'NORM': 'should'}, {'NORM': 'not'}, {'LOWER': 'give'}, {'LOWER': 'the'}, {'LOWER': {'IN': ['impression', 'feeling', 'idea']}}], [{'LOWER': {'IN': ['it', 'this']}}, {'NORM': 'should'}, {'NORM': 'not'}, {'LOWER': 'look'}, {'LOWER': 'as'}, {'LOWER': 'if'}], [{'LOWER': {'IN': ['it', 'this']}}, {'NORM': 'should'}, {'NORM': 'not'}, {'LOWER': 'look'}, {'LOWER': 'to'}, {'LOWER': 'be'}], [{'LOWER': {'IN': ['it', 'this']}}, {'NORM': 'should'}, {'NORM': 'not'}, {'LOWER': 'look'}, {'LOWER': 'like'}], [{'LOWER': {'IN': ['it', 'this']}}, {'NORM': 'should'}, {'NORM': 'not'}, {'LOWER': 'make'}, {'LOWER': 'a'}, {'LOWER': 'show'}, {'LOWER': 'of'}], [{'LOWER': {'IN': ['it', 'this']}}, {'NORM': 'should'}, {'NORM': 'not'}, {'LOWER': 'sound'}, {'LOWER': 'like'}], [{'LOWER': {'IN': ['it', 'this']}}, {'NORM': 'should'}, {'NORM': 'not'}, {'LOWER': 'strike'}, {'LOWER': 'you'}, {'LOWER': 'as'}]]",3,Positivity,True
R0021,Avoid 'Not',Avoid using 'not' as this will negatively influence your reader's subconscious. It will give them an unfavorable impression of your interaction.,2,[],"[[{'NORM': 'this'}, {'LEMMA': 'be'}, {'NORM': 'not'}], [{'NORM': 'it'}, {'LEMMA': 'be'}, {'NORM': 'not'}]]",3,Positivity,True
R0022,Avoid 'Not',Avoid using 'not' as this will negatively influence your reader's subconscious. It will give them an unfavorable impression of your interaction.,3,[],"[[{'NORM': 'i'}, {'LEMMA': 'be'}, {'NORM': 'not'}, {'LOWER': {'IN': ['able', 'familiar', 'capable', 'willing']}}]]",3,Positivity,True
R0023,Show optimism,"Rather than doubting success, rephrase the message using positive words like 'better' so that the reader doesn't feel dissuaded or discouraged by your reply.",3,[],"[[{'LOWER': {'IN': ['this', 'it']}}, {'IS_SENT_START': False, 'OP': '*'}, {'NORM': 'will'}, {'NORM': 'not'}, {'LOWER': 'work'}], [{'LOWER': {'IN': ['this', 'it']}}, {'IS_SENT_START': False, 'OP': '*'}, {'NORM': 'will'}, {'LOWER': 'never'}, {'LOWER': 'work'}], [{'LOWER': {'IN': ['this', 'it']}}, {'IS_SENT_START': False, 'OP': '*'}, {'NORM': 'does'}, {'NORM': 'not'}, {'LOWER': 'work'}], [{'LOWER': {'IN': ['this', 'it']}}, {'IS_SENT_START': False, 'OP': '*'}, {'NORM': 'can'}, {'NORM': 'not'}, {'LOWER': 'work'}], [{'LOWER': {'IN': ['this', 'it']}}, {'IS_SENT_START': False, 'OP': '*'}, {'NORM': 'could'}, {'NORM': 'not'}, {'LOWER': 'work'}], [{'LOWER': {'IN': ['this', 'it']}}, {'IS_SENT_START': False, 'OP': '*'}, {'NORM': 'would'}, {'NORM': 'not'}, {'LOWER': 'work'}]]",2,Positivity,True
R0024,Avoid 'Not',Avoid using 'not'. Phrase the benefit they will receive by taking action positively.,2,[],"[[{'NORM': {'IN': ['do', 'does', 'not']}}, {'NORM': {'IN': ['to', 'not']}}, {'LOWER': 'lose'}]]",3,Positivity,True
R0025,Avoid 'Not',Avoid using 'not'. Phrase the benefit they will receive by taking action positively.,2,[],"[[{'NORM': {'IN': ['do', 'does', 'not']}}, {'NORM': {'IN': ['to', 'not']}}, {'LOWER': 'miss'}]]",3,Positivity,True
R0026,Avoid 'Not',Avoid using 'not'. Phrase the benefit they will receive by taking action positively.,2,[],"[[{'NORM': 'you'}, {'NORM': {'IN': ['do', 'does', 'not', 'will']}}, {'NORM': {'IN': ['to', 'not', 'never']}}, {'LOWER': 'have'}, {'LOWER': 'to'}]]",3,Positivity,True
R0027,Avoid 'Not',Avoid using 'not' as this will negatively influence your reader's subconscious. It will give them an unfavorable impression of your interaction.,2,[],"[[{'LOWER': 'i'}, {'NORM': {'IN': ['do', 'does', 'not']}}, {'NORM': {'IN': ['to', 'not']}}, {'LOWER': {'IN': ['think', 'believe']}}, {'LOWER': {'IN': ['this', 'that', 'it']}}, {'LOWER': {'IN': ['can', 'could', 'would', 'will']}}, {'LOWER': 'happen'}]]",3,Positivity,True
R0029,Avoid pressuring a reply,"To them there's always a logical reason they haven't replied yet. Instead, ask if there is anything you can do to help move forward.",2,[],"[[{'LOWER': 'i'}, {'NORM': 'have'}, {'NORM': 'not'}, {'LOWER': 'heard'}, {'LOWER': 'back'}], [{'LOWER': 'i'}, {'NORM': 'have'}, {'NORM': 'not'}, {'LOWER': 'received'}, {'LOWER': 'a'}, {'LOWER': {'IN': ['reply', 'answer', 'response']}}], [{'LOWER': 'as'}, {'LOWER': 'i'}, {'NORM': 'did'}, {'NORM': 'not'}, {'LOWER': 'receive'}, {'LOWER': 'a'}, {'LOWER': {'IN': ['reply', 'answer', 'response']}}], [{'LOWER': 'as'}, {'LOWER': 'i'}, {'NORM': 'did'}, {'NORM': 'not'}, {'LOWER': 'hear'}, {'LOWER': 'back'}], [{'LOWER': 'you'}, {'NORM': 'have'}, {'NORM': 'not'}, {'LOWER': {'IN': ['reply', 'answer', 'response']}}], [{'LOWER': 'you'}, {'NORM': 'did'}, {'NORM': 'not'}, {'LOWER': {'IN': ['reply', 'answer', 'response']}}]]",1,Politeness,True
R0030,Use direct questions,Avoid using negative words as they can create a negative image in the reader's mind. Rather use direct questions that invite active and immediate response to move the interaction forward.,2,[],"[[{'NORM': 'do'}, {'NORM': 'not'}, {'LOWER': 'hesitate'}], [{'NORM': 'do'}, {'NORM': 'not'}, {'LOWER': 'be'}, {'LOWER': 'afraid'}, {'LOWER': 'to'}, {'LOWER': 'reach'}, {'LOWER': 'out'}], [{'NORM': 'do'}, {'NORM': 'not'}, {'LOWER': 'be'}, {'LOWER': 'afraid'}, {'LOWER': 'to'}, {'LOWER': 'contact'}, {'LOWER': 'me'}], [{'NORM': 'do'}, {'NORM': 'not'}, {'LOWER': 'be'}, {'LOWER': 'afraid'}, {'LOWER': 'to'}, {'LOWER': {'IN': ['send', 'drop']}}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': 'a'}, {'LOWER': 'message'}], [{'NORM': 'do'}, {'NORM': 'not'}, {'LOWER': 'be'}, {'LOWER': 'a'}, {'LOWER': 'stranger'}], [{'NORM': 'do'}, {'NORM': 'not'}, {'LOWER': 'hold'}, {'LOWER': 'back'}, {'LOWER': 'from'}], [{'LEMMA': 'if'}, {'NORM': 'you'}, {'LEMMA': 'be'}, {'LOWER': 'not'}, {'LOWER': 'sure'}], [{'NORM': 'do'}, {'NORM': 'not'}, {'LOWER': 'shy'}, {'LOWER': 'away'}]]",1,Confidence,True
R0031,Avoid 'No',"Avoid using 'no'. You are making a positive statement, there is no need for negation in the sentence.",2,[],"[[{'NORM': 'there'}, {'LEMMA': 'be'}, {'LOWER': 'no'}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': {'IN': ['better', 'effective', 'cheaper', 'easier', 'simpler', 'effortless', 'straightforward']}}], [{'LOWER': 'nothing'}, {'LOWER': {'IN': ['is', 'would', 'could', 'will']}}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': {'IN': ['better', 'cheaper', 'easier', 'simpler']}}], [{'LOWER': 'nothing'}, {'LOWER': {'IN': ['is', 'would', 'could', 'will']}}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': 'more'}, {'LOWER': {'IN': ['effective', 'effortless', 'straightforward']}}]]",3,Positivity,True
R0032,Use positive words,Replace negative words with positive ones. This will subconsciously influence your reader and make them feel more positive about the interaction.,4,[],"[[{'LOWER': 'you'}, {'NORM': 'will'}, {'NORM': 'not'}, {'LOWER': {'IN': ['be', 'regret']}}, {'LOWER': {'IN': ['this', 'it', 'disappointed']}}]]",1,Positivity,True
R0033,Use positive words,Replace negative words with positive ones. This will subconsciously influence your reader and make them feel more positive about the interaction.,3,[],"[[{'NORM': 'it'}, {'LEMMA': 'be'}, {'LOWER': 'never'}, {'LOWER': 'a'}, {'LOWER': 'mistake'}], [{'LOWER': 'it’s'}, {'LOWER': 'never'}, {'LOWER': 'a'}, {'LOWER': 'mistake'}]]",2,Positivity,True
R0034,Avoid 'Never',Avoid using 'never' as this will negatively influence your reader's subconscious. It will give them an unfavorable impression of your interaction.,2,[],"[[{'NORM': 'it'}, {'LEMMA': 'be'}, {'LOWER': 'never'}, {'LOWER': 'too'}, {'LOWER': 'late'}]]",2,Positivity,True
R0039,Avoid 'No',Avoid using 'no' as this will negatively influence your reader's subconscious. It will give them an unfavorable impression of your interaction.,2,[],"[[{'LOWER': 'no'}, {'IS_SENT_START': False, 'OP': '?'}, {'IS_SENT_START': False, 'OP': '?'}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': {'IN': ['investments', 'investment', 'cost', 'costs', 'fees', 'fee']}}]]",2,Positivity,True
R0040,Avoid 'No',Avoid using 'no' as this will negatively influence your reader's subconscious. It will give them an unfavorable impression of your interaction.,3,[],"[[{'LOWER': 'no'}, {'LOWER': {'IN': ['risks', 'risk']}}]]",2,Positivity,True
R0041,Focus on your reader,"Do you want to show that you're prepared and did your homework? When you do that, put your reader in the spotlight by using 'you'. Always remember that while reading an outreach message, the first thing they ask themselves is: what's in it for me?",2,[],"[[{'LOWER': 'i'}, {'LOWER': 'have'}, {'LOWER': 'been'}, {'LOWER': 'following'}, {'IS_SENT_START': False, 'OP': '*'}, {'LOWER': {'IN': ['introduce', 'present', 'offer', 'propose']}}, {'LOWER': {'IN': ['you', 'my', 'our', 'a', 'an']}}, {'IS_SENT_START': False, 'OP': '*'}, {'LOWER': {'IN': ['company', 'opportunity', 'challenge', 'job', 'position']}}], [{'LOWER': 'i'}, {'LOWER': {'IN': ['noticed', 'observed', 'realized', 'looked', 'see', 'saw']}}, {'IS_SENT_START': False, 'OP': '*'}, {'LOWER': {'IN': ['introduce', 'present', 'offer', 'propose']}}, {'LOWER': {'IN': ['you', 'my', 'our', 'a', 'an']}}, {'IS_SENT_START': False, 'OP': '*'}, {'LOWER': {'IN': ['company', 'opportunity', 'challenge', 'job', 'position']}}], [{'LOWER': 'i'}, {'LOWER': 'have'}, {'LOWER': {'IN': ['noticed', 'observed', 'realized']}}, {'IS_SENT_START': False, 'OP': '*'}, {'LOWER': {'IN': ['introduce', 'present', 'offer', 'propose']}}, {'LOWER': {'IN': ['you', 'my', 'our', 'a', 'an']}}, {'IS_SENT_START': False, 'OP': '*'}, {'LOWER': {'IN': ['company', 'opportunity', 'challenge', 'job', 'position']}}]]",1,Refocus,True
R0046,Focus on your reader's benefit,"Instead of telling them what you want, show them what is in there for them. One effective way is to mention comparable clients and how well they did with your solution.",3,[],"[[{'LOWER': 'i'}, {'LOWER': {'IN': ['want', 'wanted']}}, {'LOWER': 'to'}, {'LOWER': {'IN': ['show', 'tell', 'talk', 'demonstrate']}}], [{'NORM': 'i'}, {'LEMMA': 'be'}, {'LOWER': 'excited'}, {'LOWER': 'to'}, {'LOWER': {'IN': ['show', 'tell', 'talk', 'demonstrate']}}]]",1,Refocus,True
R0047,Focus on your reader's benefit,"Focus on the reader of your message. Rather than imposing your thoughts on them, flip the situation by replacing 'I' with 'you' to show you value their opinion and understand the importance of their benefit from the interaction.",3,[],"[[{'LOWER': 'i'}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': {'IN': ['wondered', 'wondering']}}, {'LOWER': 'if'}]]",1,Refocus,True
R0048,Focus on your reader's benefit,"Focus on the reader of your message. Rather than imposing your thoughts on them, flip the situation by replacing 'I' with 'you' to show you value their opinion and understand the importance of their benefit from the interaction.",3,[],"[[{'LOWER': 'let'}, {'LOWER': 'me'}, {'LOWER': 'show'}], [{'LOWER': 'if'}, {'IS_SENT_START': False, 'OP': '*'}, {'LOWER': 'i'}, {'LOWER': 'can'}, {'LOWER': 'show'}, {'LOWER': 'you'}], [{'LOWER': 'if'}, {'IS_SENT_START': False, 'OP': '*'}, {'NORM': 'i'}, {'NORM': 'will'}, {'LOWER': 'show'}, {'LOWER': 'you'}], [{'LOWER': 'if'}, {'IS_SENT_START': False, 'OP': '*'}, {'NORM': 'i'}, {'LEMMA': 'be'}, {'NORM': 'happy'}, {'LOWER': 'to'}, {'LOWER': 'show'}, {'LOWER': 'you'}]]",1,Refocus,True
R0049,Give a reminder,Use the closing to repeat what you have agreed on for the next meeting/call. That's how you kindly send a reminder.,2,[],"[[{'NORM': 'i'}, {'LEMMA': 'be'}, {'LOWER': 'looking'}, {'LOWER': 'forward'}]]",2,Refocus,True
R0052,Focus on your reader's benefit,"Focus on your reader. They care about their benefits, their company's challenges and their team's performance. Talk about how they benefit from you.",1,[],"[[{'LOWER': 'i'}, {'LOWER': 'recently'}, {'LOWER': {'IN': ['came', 'stumbled', 'chanced']}}, {'LOWER': {'IN': ['across', 'upon']}}], [{'LOWER': 'i'}, {'IS_SENT_START': False, 'OP': '*'}, {'LOWER': {'IN': ['saw', 'found', 'discovered']}}], [{'LOWER': 'your'}, {'LOWER': 'company'}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': {'IN': ['caught', 'seized', 'grabbed', 'grasped']}}, {'LOWER': 'my'}]]",1,Refocus,True
R0053,Focus on your reader's benefit,Focus on your reader by using 'you' to catch their attention. Tell them what they are going to receive from interacting with you.,2,[],"[[{'LOWER': 'i'}, {'LOWER': {'IN': ['want', 'wanted']}}, {'LOWER': 'to'}, {'LOWER': {'IN': ['show', 'present', 'offer', 'demonstrate', 'explain']}}, {'LOWER': {'IN': ['want', 'wanted']}}, {'LOWER': {'IN': ['you', 'to']}}]]",1,Refocus,True
R0054,Avoid small talk,Are you truly interested in their well being? Such phrases sound impersonal and are used as a nicety to initiate conversation. Either avoid such phrases or use a meaningful personalised message.,2,[],"[[{'LOWER': {'IN': ['hope', 'trust']}}, {'LOWER': 'that', 'OP': '?'}, {'NORM': {'IN': ['you', 'all', 'this', 'my', 'everything', 'things']}}], [{'LOWER': 'how'}, {'LEMMA': 'be'}, {'LEMMA': {'IN': ['you', 'thing','everything', 'it']}}, {'IS_SENT_START': False, 'OP': '*'}, {'LOWER': '?'}]]",1,Refocus,True
R0055,Encourage your reader,"Rather than highlighting your role, encourage your reader to respond and take action by replacing 'I' with 'you' . This will put the reader in the active position. ",1,[],"[[{'LOWER': 'i'}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': {'IN': ['shared', 'attached', 'uploaded', 'prepared']}}, {'LOWER': 'the'}, {'LOWER': {'IN': ['presentation', 'document', 'documents', 'documentation', 'files', 'file']}}, {'LOWER': {'IN': ['with', 'for']}}, {'LOWER': {'IN': ['you', 'your']}}]]",2,Refocus,True
R0056,Focus on your reader's benefit,"Instead of telling them what you want, show them what is in there for them. One effective way is to mention comparable clients and how well they did with your solution.",2,"['we.*(make|do|produce|work).*\\?', 'we.*be (the|a|one|between).*\\?', 'we.*(recently|just) (became|achieved).*\\?']","[[{'LOWER': 'we'}, {'LEMMA': {'IN': ['make', 'do', 'produce', 'work', 'believe']}}], [{'NORM': 'we'}, {'LEMMA': 'be'}, {'LOWER': {'IN': ['a', 'the', 'one', 'between']}}], [{'LOWER': 'we'}, {'LOWER': {'IN': ['recently', 'just']}}, {'LOWER': {'IN': ['became', 'achieved']}}]]",2,Refocus,True
R0057,Focus on your reader's benefit,"Your reader cares about their benefit, not your company or products. One effective way to show their benefit is to mention comparable clients and how well they did with your solution.",2,[],"[[{'LOWER': 'our'}, {'LOWER': {'IN': ['product', 'service', 'services', 'solutions', 'products', 'solution']}}]]",2,Refocus,True
